entG,Class
11.09032821,2
11.19259999,2
11.31962984,2
11.2093406,2
11.4835867,2
11.20113164,2
11.26049764,2
11.16773439,2
11.28494624,2
11.20548743,2
11.26711465,2
11.18435248,2
11.33499099,2
11.19858141,2
11.12860737,2
11.35850876,2
11.20432685,2
11.03666782,2
11.30634184,2
11.23507701,2
11.16731791,2
11.17432104,2
11.16816351,2
11.09884431,2
11.19489665,2
11.45027091,2
11.40281289,2
11.28184689,2
11.3940673,2
11.34788573,2
11.45049784,2
11.40691717,2
11.3013232,2
11.28770837,2
11.35177333,2
11.53618046,2
11.46730885,2
11.4692112,2
11.40520139,2
11.43237809,2
11.53532656,2
11.38396146,2
11.51413073,2
11.42810565,2
11.31626225,2
11.32208149,2
11.3275345,2
11.38393818,2
11.13466787,2
11.11595769,2
11.06946323,2
11.09493941,2
11.14598476,2
11.14088354,2
11.12770699,2
11.09788327,2
11.06800769,2
11.05622592,2
11.50624719,2
11.10477663,2
11.11198047,2
11.19386724,2
11.1319521,2
11.3419117,2
11.2853844,2
11.27872733,2
11.40726384,2
11.24501363,2
11.2477717,2
11.34749256,2
11.21468716,2
11.2675375,2
11.14433296,2
11.2562894,2
11.21122006,2
11.19707634,2
11.0768489,2
11.29934562,2
11.18373124,2
11.27729368,2
11.36964032,2
11.21430486,2
11.24061412,2
11.27425485,2
11.33471621,2
11.27644883,2
11.24850234,2
11.34232965,2
11.32584102,2
11.27421902,2
11.35014757,2
11.37794237,2
11.30240192,2
11.38113874,2
11.33665408,2
11.34326611,2
11.26908193,2
11.22915884,2
11.29982053,2
11.31737833,2
11.30084252,2
11.32167755,2
11.37361298,2
11.41003183,2
11.33215348,2
11.44409176,2
11.33332821,2
11.39260646,2
11.30980526,2
11.34889934,2
11.3279092,2
11.28824609,2
11.33565542,2
11.45389111,2
11.35403506,2
11.3559552,2
11.2379308,2
11.34565811,2
11.34161335,2
11.35168288,1
11.35976969,1
11.19784319,1
11.12671128,1
11.17148029,1
11.33342836,1
11.36686809,1
11.29386494,1
11.39775591,1
11.35111765,1
11.38023265,1
11.40871,1
11.28869398,1
11.30750994,1
11.34666307,1
11.31931682,1
11.41956598,1
11.2969038,1
11.49666273,1
11.38715522,1
11.28988572,1
11.3438662,1
11.38503015,1
11.33379131,1
11.19782695,1
11.36228203,1
11.30969725,1
11.37100156,1
11.41794867,1
11.46086236,1
11.36291444,1
11.31947205,1
11.28337247,1
11.29474303,1
11.22071837,1
11.17936483,1
11.37414247,1
11.25607202,1
11.24130152,1
11.23932689,1
11.22136595,1
11.31808748,1
11.34680694,1
11.34671865,1
11.44108441,1
11.34598442,1
11.23864645,1
11.19616155,1
11.24351263,1
11.21624915,1
11.20006829,1
11.39016518,1
11.42518965,1
11.28524602,1
11.28899114,1
11.26839796,1
11.14877547,1
11.26902328,1
11.19697662,1
11.20542047,1
11.3851867,1
11.35074666,1
11.29376582,1
11.2645474,1
11.33795334,1
11.33741834,1
11.29558447,1
11.2881115,1
11.18697991,1
11.2528791,1
11.22047572,1
11.22622388,1
11.15487943,1
11.13650018,1
11.10490781,1
11.12725065,1
11.14150774,1
11.2094281,1
11.21689019,1
11.22347938,1
11.28073035,1
11.24020147,1
11.31879768,1
11.17062218,1
11.06119678,1
11.16197852,1
11.19668106,1
11.21698043,1
11.17612369,1
11.21529043,1
11.16860079,1
11.37185396,1
11.15604322,1
11.12697394,1
11.2028447,1
11.0504373,1
11.14045065,1
11.14995108,1
11.2378783,1
11.03394781,1
11.06598859,1
11.30753275,1
11.26366981,1
11.18279773,1
11.22434985,1
11.18151738,1
11.32133544,1
11.24417848,1
11.25829636,1
11.36088494,1
11.26096493,1
11.13669389,1
11.19370552,1
11.23164479,1
11.28641902,1
11.22488204,1
11.19081154,1
11.37157173,1
11.23351227,1
11.2741498,1
11.16523186,1
11.3794935,1
11.29521608,1
11.34532834,1
11.29292951,1
11.27361158,1
11.23138956,1
11.14094348,1
11.24763525,1
11.15297834,1
11.27409527,1
11.13678156,1
11.3621061,1
11.43153769,1
11.27994598,1
11.2122975,1
11.47909917,1
11.39517123,1
11.34577638,1
11.3774945,1
11.41929503,1
11.13106953,1
11.10154003,1
11.17712448,1
11.25359822,1
11.21551805,1
11.25741045,1
11.21895774,1
11.24965444,1
11.13134625,1
11.15567022,1
11.22206151,1
11.16417851,1
11.32615064,1
11.27764444,1
11.24614167,1
11.09079975,1
11.24354463,1
11.06038145,1
11.15318627,1
11.03457,1
11.23501205,1
11.15291107,1
11.14308917,1
11.21046931,1
11.16782597,1
11.11612925,1
11.15733397,1
11.21217838,1
11.14393405,1
11.1150913,1
11.07628428,1
11.01368054,1
11.2304512,1
11.16503635,1
11.13611926,1
11.19943329,1
11.16679764,1
11.1126333,1
11.19162477,1
11.09196458,1
11.11792042,1
11.10620135,1
11.04075328,1
11.1973698,1
11.1533982,1
11.1393683,1
11.13981813,1
11.09304043,1
11.07184164,1
11.16925898,1
11.15378126,1
10.90995492,1
11.0670614,1
11.32624423,1
11.30275371,1
11.32338632,1
11.29811158,1
11.27989982,1
11.2986467,1
11.09779789,1
11.2149925,1
11.24475662,1
11.17661238,1
11.07369045,1
11.2617442,1
11.10908397,1
11.21094633,1
11.33421895,1
11.21996261,1
11.3413938,1
11.24505866,1
11.3210046,1
11.32756286,1
11.31408676,1
11.22926205,1
11.22993346,1
11.12751182,1
11.2995099,1
11.35472035,1
11.34641294,1
11.249144,1
11.3579312,1
11.30053351,1
11.20358711,1
11.35863249,1
11.36092931,1
11.2553991,1
11.40032234,1
11.28363817,1
11.23988675,1
11.20625927,1
11.31563619,1
11.32613937,1
11.26669867,1
11.2399497,1
11.28091948,1
11.24502866,1
11.335894,1
11.21077296,1
11.23983145,1
11.32837054,1
11.13379651,1
11.07859302,1
11.12421248,1
11.19539802,1
11.31236807,1
11.11553323,1
11.18014436,1
11.20423111,1
11.31208067,1
11.27904574,1
11.22163971,1
11.27718077,1
11.24420127,1
11.33906108,1
11.32753936,1
11.24048173,1
11.17415011,1
11.1933776,1
11.17270408,1
11.26128972,1
11.25223207,1
11.15129759,1
11.20599703,1
11.18053764,1
11.18955873,1
11.38896894,1
11.2254342,1
11.30460646,1
11.33773333,1
11.18192652,1
11.34269809,1
11.22935169,1
11.1677507,1
11.19699951,1
11.28784716,1
11.34397949,1
11.27991267,1
11.27146887,1
11.25071937,1
11.41562515,1
11.26581984,1
11.21814518,1
11.34942135,1
11.20646283,1
11.26618454,1
11.11469103,1
11.04439007,1
11.14975893,1
11.23611896,1
11.25161465,1
11.19030377,1
11.22246214,1
11.25897532,1
11.06911102,1
11.04063712,1
11.06511901,1
11.05217664,1
11.34936386,1
11.24777141,1
11.25014539,1
11.16462229,1
11.35184086,1
11.28961784,1
11.38185716,1
11.2580332,1
11.26496867,1
11.19021386,1
11.26958757,1
11.20441128,1
11.20293198,1
11.18184527,1
11.24227565,1
11.21372497,1
11.21478411,1
11.30773436,1
11.36900635,1
11.26922394,1
11.2542636,1
11.4361363,1
11.3984684,1
11.35113694,1
11.28706036,1
11.381486,1
11.31125824,1
11.27379356,1
11.25635132,1
11.21343021,1
11.2037867,1
11.14722575,1
11.32041398,1
11.29533385,1
11.35213131,1
11.25300936,1
11.29831668,1
11.3358728,1
11.40340889,1
11.37163556,1
11.32286114,1
11.40822917,1
11.36083581,1
11.12723639,1
11.317012,1
11.35402493,1
11.24371982,1
11.17377537,1
11.37031331,1
11.32670909,1
11.24335592,1
11.25752007,1
11.32291198,1
11.2475528,1
11.12206313,1
11.28535084,1
11.39050759,1
11.31962495,1
11.21976217,1
11.28118282,1
11.22302155,1
11.13755052,1
11.26087349,1
11.28569514,1
11.28399758,1
11.33925019,1
11.30315818,1
11.30652519,1
11.22796915,1
11.4029121,1
11.31710223,1
11.34231899,1
11.28124435,1
11.20023862,1
11.16077411,1
11.1511132,1
11.19512078,1
11.13172654,1
11.15324409,1
11.03282684,1
11.04608462,1
11.17563024,1
11.04457196,1
11.20486236,1
11.18364126,1
11.13746629,1
11.17410449,1
11.24424294,1
11.34069192,1
11.14324004,1
11.12786556,1
11.24687292,1
11.03362749,1
11.16641535,1
11.17856232,1
11.21371206,1
11.16156168,1
11.22936309,1
11.22545123,1
11.23402145,1
11.04354284,1
11.21304055,1
11.19946863,1
11.15108359,1
11.0282798,1
11.08434514,1
11.14490384,1
11.02087746,1
11.00865264,1
11.28797523,1
11.21801794,1
11.26833222,1
11.23266775,1
11.19874741,1
11.15548933,1
11.06323874,1
11.26191586,1
11.09958744,1
11.20997382,1
11.08816602,1
11.22557262,1
11.15992822,1
11.22608323,1
10.99559771,1
11.1850274,1
11.10488373,1
11.05936902,1
10.98450939,1
10.96824341,1
11.14496216,1
11.04753224,1
10.97427153,1
11.17945222,1
11.11893842,1
11.07468022,1
11.06944835,1
11.19852523,1
11.27312571,1
11.27734285,1
11.34651591,1
11.26750305,1
11.22564125,1
11.24245005,1
11.16374035,1
11.25816169,1
11.15848401,1
11.11245882,1
11.18148459,1
11.30432203,1
11.30804832,1
11.22092867,1
11.30713672,1
11.33828475,1
11.32353392,1
11.41517625,1
11.28701876,1
11.26131936,1
11.31119477,1
11.31555139,1
11.28468647,1
11.22557782,1
11.30945381,1
11.22055659,1
11.13587356,1
11.25436137,1
11.24214777,1
11.16020577,1
11.21963481,1
11.22198313,1
11.09843086,1
11.17730867,1
11.23863234,1
11.22809084,1
11.20902409,1
11.21303536,1
11.26337909,1
11.27659423,1
11.37876946,1
11.21691784,1
11.12855523,1
11.1763662,1
11.22019041,1
11.33621539,1
11.23790298,1
11.1842322,1
11.21999717,1
11.15376036,1
11.32390101,1
11.26477041,1
11.34472542,1
11.39044672,1
11.30416517,1
11.30602461,1
11.2512548,1
11.37974523,1
11.25731108,1
11.23924113,1
11.23500275,1
11.25843865,1
11.17399061,1
11.20893258,1
11.15347479,1
11.13862867,1
11.19656895,1
11.24170107,1
11.21727159,1
11.14940235,1
11.23246203,1
11.17626427,1
11.31182762,1
11.1827432,1
11.31542458,1
11.25968577,1
11.2639497,1
11.28599961,1
11.35176099,1
11.08763109,1
11.05887132,1
11.08881286,1
11.03553541,1
11.31413999,1
11.14656614,1
11.01693655,1
11.17694454,1
11.29332835,1
11.3010773,1
11.24898822,1
11.30350235,1
11.03982799,1
11.10601007,1
11.10978201,1
11.29991181,1
11.34563156,1
11.27733925,1
11.31594112,1
11.23508874,1
11.18184852,1
11.3133223,1
11.31157223,1
11.38681029,1
11.33105683,1
11.32443869,1
11.3164012,1
11.4118634,1
11.32709634,1
11.39837532,1
11.34416195,1
11.23710993,1
11.28561304,1
11.30941693,1
11.26934026,1
11.32687421,1
11.22992555,1
11.27812081,1
11.28336079,1
11.36203406,1
11.31459888,1
11.30958217,1
11.38144479,1
11.40075433,1
11.33907052,1
11.22452038,1
11.39530937,1
11.33660324,1
11.35070145,1
11.51774026,1
11.41139686,1
11.51952475,1
11.48924396,1
11.4362585,1
11.4663202,1
11.51388717,1
11.37240224,1
11.34051415,1
11.33742029,1
11.45356468,1
11.38158668,1
11.32066781,1
11.46337846,1
11.52098033,1
11.45346257,1
11.59102166,1
11.37792046,1
11.33047456,1
11.31356332,1
11.29622427,1
11.29999275,1
11.27092347,1
11.28014857,1
11.33405179,1
11.38351079,1
11.37413328,1
11.37638186,1
11.4429365,1
11.46698698,1
11.21611316,1
11.29505429,1
11.344202,1
11.28742925,1
11.36330852,1
11.26529652,1
11.25825072,1
11.24094527,1
11.39790214,1
11.18448915,1
11.35930593,1
11.30082476,1
11.21057951,1
11.40795933,1
11.36652549,1
11.38331678,1
11.41793765,1
11.36810022,1
11.31528385,1
11.24221885,1
11.35107967,1
11.42180144,1
11.32274343,1
11.36004654,1
11.38271212,1
11.35387374,1
11.34264537,1
11.35810806,1
11.41618229,1
11.3389003,1
11.38788055,1
11.39450742,1
11.23829878,1
11.36332683,1
11.30788131,1
11.29445491,1
11.28960573,1
11.30586852,1
11.27477358,1
11.20851779,1
11.2559588,1
11.34121857,1
11.32683776,1
11.41047806,1
11.39034138,1
11.21578916,1
11.22949885,1
11.21534108,1
11.216431,1
11.19056464,1
11.30115624,1
11.32574482,1
11.25885434,1
11.27451182,1
11.30543423,2
11.28741676,2
11.39900145,2
11.33023658,2
11.32751504,2
11.21070243,2
11.28739707,2
11.2485698,2
11.29366607,2
11.35117406,2
11.3002718,2
11.3327078,2
11.2333379,2
11.38702426,2
11.30356181,2
11.2353891,2
11.21793284,2
11.17767689,2
11.20702258,2
11.32119807,2
11.24297499,2
11.26692771,2
11.24966073,2
11.2388703,2
11.31081081,2
11.36520589,2
11.19654315,2
11.308253,2
11.27232839,2
11.28163616,2
11.20970181,2
11.15619079,2
11.37716519,2
11.20807075,2
11.37001468,2
11.58590138,2
11.49365972,2
11.38215239,2
11.31490825,2
11.35005401,2
11.31154992,2
11.22943641,2
11.3712236,2
11.30393408,2
11.17361692,2
11.29186864,2
11.26956177,2
11.32882421,2
11.30510453,2
11.18172247,2
11.21266922,2
11.14611368,2
11.1424863,2
11.20549291,2
11.12616855,2
11.12858068,2
11.2303706,2
11.22199482,2
11.260217,2
11.23387043,2
11.2316206,2
11.13320575,2
11.29201568,2
11.29996308,2
11.20041706,2
11.31491798,2
11.4110692,2
11.3021176,2
11.26817844,2
11.25187592,2
11.13304363,2
11.31615405,2
11.31626365,2
11.32407719,2
11.21948391,2
11.20556737,2
11.24410588,2
11.29694743,2
11.29433828,2
11.20174403,2
11.18691741,2
11.09273201,2
11.29812647,2
11.21349257,2
11.16583907,2
11.32887185,2
11.12965407,2
11.08593445,2
11.16151469,2
11.36237603,2
11.24485884,2
11.31118494,2
11.25347489,2
11.25862247,2
11.2863132,2
11.29882636,2
11.28547283,2
11.30465469,2
11.2654238,2
11.2054197,2
11.22452177,2
11.3096802,2
11.17696972,2
11.28971186,2
11.27675027,2
11.32473579,2
11.25757466,2
11.38798648,2
11.3144552,2
11.33426466,2
11.19468503,2
11.26447195,2
11.2141888,2
11.27255326,2
11.43932825,2
11.426254,2
11.24185612,2
11.31773571,2
11.32219344,2
11.15591247,2
11.25173205,2
11.29257542,2
11.29398537,2
11.2467923,2
11.27166846,2
11.23648754,2
11.26819131,2
11.24667036,2
11.3384117,2
11.33335176,2
11.29709204,2
11.34984952,2
11.26586064,2
11.2007313,2
11.33796427,2
11.21749677,2
11.29234666,2
11.20595888,2
11.26277784,2
11.1594428,2
11.31620665,2
11.2558238,2
11.28729561,2
11.51608215,2
11.40803232,2
11.18742526,2
11.29964661,2
11.21313935,2
11.23365343,2
11.20952639,2
11.20259155,2
11.18883198,2
11.33220761,2
11.33496497,2
11.30699503,2
11.29074453,2
11.37024849,2
11.42250159,2
11.29024542,2
11.33834664,2
11.26683059,2
11.26959025,2
11.11991337,2
11.31298376,2
11.21415012,2
11.18980297,2
11.15761007,2
11.23727115,2
11.24685113,2
